Item_Store_ID,Item_Store_Returns
DRA59_BABATUNJI010,2200.608854232998
DRA59_BABATUNJI013,9295.600397275042
DRB01_BABATUNJI013,8965.344263052251
DRB13_BABATUNJI010,1910.3575479838391
DRB13_BABATUNJI013,7326.560246517422
DRB25_BABATUNJI017,4105.315790930676
DRB25_BABATUNJI027,7332.863205481544
DRB25_BABATUNJI035,5067.608526940296
DRB48_BABATUNJI017,3312.253604100653
DRB48_BABATUNJI027,7283.562642989488
DRB48_BABATUNJI035,4881.485884902465
DRB48_BABATUNJI046,3312.3966468442513
DRB48_BABATUNJI049,3331.210696186624
DRC01_BABATUNJI017,2720.363434789738
DRC01_BABATUNJI018,3394.6712854122866
DRC01_BABATUNJI027,6281.1299224033455
DRC01_BABATUNJI045,3377.336670751458
DRC01_BABATUNJI046,3011.7388442008782
DRC13_BABATUNJI035,5041.826284405111
DRC13_BABATUNJI045,4462.836635547448
DRC25_BABATUNJI018,4122.768670684326
DRC25_BABATUNJI019,392.5999684475428
DRC25_BABATUNJI027,6327.4743275432775
DRC25_BABATUNJI045,2991.593773151136
DRC25_BABATUNJI046,3868.3100446728104
DRC27_BABATUNJI010,943.2958429972232
DRC27_BABATUNJI018,5276.6198366709405
DRC27_BABATUNJI049,6203.771928977505
DRC36_BABATUNJI013,6199.50628949596
DRD01_BABATUNJI017,3347.338192821805
DRD01_BABATUNJI018,2819.5135075254425
DRD01_BABATUNJI035,3935.7862731959194
DRD01_BABATUNJI045,3749.702128460799
DRD01_BABATUNJI049,3084.3493217361715
DRD12_BABATUNJI017,3039.802983504424
DRD12_BABATUNJI018,3986.825268817884
DRD12_BABATUNJI027,6303.230462904533
DRD12_BABATUNJI035,4067.2805849960127
DRD12_BABATUNJI045,3441.5275021297566
DRD12_BABATUNJI046,3859.0355693794572
DRD13_BABATUNJI017,3618.2119397028705
DRD13_BABATUNJI018,2992.0241895307586
DRD13_BABATUNJI027,6624.980733064485
DRD13_BABATUNJI035,4525.550679480011
DRD13_BABATUNJI045,3907.9473530197997
DRD13_BABATUNJI049,3299.1583867233894
DRD15_BABATUNJI010,2199.4291408640393
DRD15_BABATUNJI013,7683.004785869498
DRD15_BABATUNJI046,8332.346078114613
DRD15_BABATUNJI049,7619.537787792693
DRD24_BABATUNJI027,7908.901398674099
DRD25_BABATUNJI027,7413.230634043459
DRD25_BABATUNJI035,3922.5541376236124
DRD25_BABATUNJI045,3845.7441751858355
DRD27_BABATUNJI017,5569.5881860041
DRD27_BABATUNJI019,185.44104039597096
DRD27_BABATUNJI045,4988.292244918675
DRD37_BABATUNJI017,3112.240567045073
DRD37_BABATUNJI018,3064.5982715349546
DRD37_BABATUNJI045,3968.456999707241
DRD37_BABATUNJI046,3761.913413083566
DRD37_BABATUNJI049,2980.7957339459263
DRD49_BABATUNJI046,9758.791220942325
DRD60_BABATUNJI013,7054.013305829827
DRE01_BABATUNJI010,2189.439219134668
DRE01_BABATUNJI046,9679.315372238096
DRE03_BABATUNJI017,3961.7198326512585
DRE03_BABATUNJI018,2484.2523331068774
