Item_Store_ID,Item_Store_Returns
DRA59_BABATUNJI010,1334.5989712162427
DRA59_BABATUNJI013,8093.160440111146
DRB01_BABATUNJI013,7834.829370308207
DRB13_BABATUNJI010,1437.5522048775792
DRB13_BABATUNJI013,6390.420314507118
DRB25_BABATUNJI017,4552.163324901314
DRB25_BABATUNJI027,6416.521323604644
DRB25_BABATUNJI035,4946.336203054007
DRB48_BABATUNJI017,3115.7615647319594
DRB48_BABATUNJI027,6643.0249271050125
DRB48_BABATUNJI035,3958.4394834167338
DRB48_BABATUNJI046,3478.4549216515557
DRB48_BABATUNJI049,3437.868007075116
DRC01_BABATUNJI017,1293.5076158671782
DRC01_BABATUNJI018,2213.63156793693
DRC01_BABATUNJI027,6046.984849338716
DRC01_BABATUNJI045,1705.3619041702304
DRC01_BABATUNJI046,2372.3869588736093
DRC13_BABATUNJI035,4406.584820229842
DRC13_BABATUNJI045,3694.843500430803
DRC25_BABATUNJI018,3174.482030735506
DRC25_BABATUNJI019,282.9481238570552
DRC25_BABATUNJI027,6238.749332126285
DRC25_BABATUNJI045,2656.727876128402
DRC25_BABATUNJI046,3273.3411050318564
DRC27_BABATUNJI010,1285.6599636642486
DRC27_BABATUNJI018,6558.36445590128
DRC27_BABATUNJI049,7218.714131948389
DRC36_BABATUNJI013,6041.911769516528
DRD01_BABATUNJI017,2575.662669084413
DRD01_BABATUNJI018,2276.3152402447126
DRD01_BABATUNJI035,2839.790934538654
DRD01_BABATUNJI045,3166.004677789183
DRD01_BABATUNJI049,3098.053711498451
DRD12_BABATUNJI017,3512.684609646285
DRD12_BABATUNJI018,3688.8948770098214
DRD12_BABATUNJI027,6238.749332126285
DRD12_BABATUNJI035,3956.3546953787663
DRD12_BABATUNJI045,3565.93862796242
DRD12_BABATUNJI046,3745.9849039334476
DRD13_BABATUNJI017,3971.624733753532
DRD13_BABATUNJI018,3073.9578460968855
DRD13_BABATUNJI027,6201.590940799612
DRD13_BABATUNJI035,4356.102267353869
DRD13_BABATUNJI045,4218.8322797873725
DRD13_BABATUNJI049,3829.727206053609
DRD15_BABATUNJI010,3962.5011530397433
DRD15_BABATUNJI013,7940.776456696659
DRD15_BABATUNJI046,8409.546453433844
DRD15_BABATUNJI049,8861.667655015872
DRD24_BABATUNJI027,7840.183667497687
DRD25_BABATUNJI027,7837.535313807813
DRD25_BABATUNJI035,3993.0412642040756
DRD25_BABATUNJI045,3756.3156245147093
DRD27_BABATUNJI017,5098.701817196141
