Item_Store_ID,Item_Store_Returns
DRA59_BABATUNJI010,1649.5890311446183
DRA59_BABATUNJI013,7588.662902601009
DRB01_BABATUNJI013,7188.622028985979
DRB13_BABATUNJI010,1534.941623501416
DRB13_BABATUNJI013,6552.331481614162
DRB25_BABATUNJI017,4424.867978776565
DRB25_BABATUNJI027,6270.42622618196
DRB25_BABATUNJI035,4406.189930327626
DRB48_BABATUNJI017,3623.9570435240153
DRB48_BABATUNJI027,6368.1234383712645
DRB48_BABATUNJI035,3802.265659067721
DRB48_BABATUNJI046,3538.716461818676
DRB48_BABATUNJI049,3462.6270333604343
DRC01_BABATUNJI017,2790.2547142640274
DRC01_BABATUNJI018,2748.1552705066197
DRC01_BABATUNJI027,6127.6279901359485
DRC01_BABATUNJI045,3111.199741693845
DRC01_BABATUNJI046,3106.1097408790347
DRC13_BABATUNJI035,4845.136379338564
DRC13_BABATUNJI045,4770.00881499228
DRC25_BABATUNJI018,3438.560129117686
DRC25_BABATUNJI019,335.13666232950527
DRC25_BABATUNJI027,7119.344988537419
DRC25_BABATUNJI045,3482.741880821954
DRC25_BABATUNJI046,3826.0915777438204
DRC27_BABATUNJI010,2363.1263522361182
DRC27_BABATUNJI018,7915.315806193324
DRC27_BABATUNJI049,9174.263844573547
DRC36_BABATUNJI013,6548.582204978813
DRD01_BABATUNJI017,3113.918002355971
DRD01_BABATUNJI018,2550.4016773192957
DRD01_BABATUNJI035,3137.168278194671
DRD01_BABATUNJI045,3476.354151333287
DRD01_BABATUNJI049,3111.11407804513
DRD12_BABATUNJI017,3468.767186905135
DRD12_BABATUNJI018,3580.815962544648
DRD12_BABATUNJI027,7119.344988537419
DRD12_BABATUNJI035,3632.038465535744
DRD12_BABATUNJI045,3672.5481318915113
DRD12_BABATUNJI046,3922.190090449097
DRD13_BABATUNJI017,3705.0816286767113
DRD13_BABATUNJI018,3198.2835371544056
DRD13_BABATUNJI027,5834.064450961527
DRD13_BABATUNJI035,3920.238437496136
DRD13_BABATUNJI045,3986.816223071047
DRD13_BABATUNJI049,3683.453137156003
DRD15_BABATUNJI010,2862.8524876594574
DRD15_BABATUNJI013,8384.841411062238
DRD15_BABATUNJI046,8815.71270643879
DRD15_BABATUNJI049,9510.066812632565
DRD24_BABATUNJI027,8748.1172111581
DRD25_BABATUNJI027,7389.707486672573
DRD25_BABATUNJI035,4087.3176651440617
DRD25_BABATUNJI045,4164.18550460971
DRD27_BABATUNJI017,5328.517818941332
DRD27_BABATUNJI019,269.30382018551245
DRD27_BABATUNJI045,4717.53071417339
DRD37_BABATUNJI017,2773.7703640233467
DRD37_BABATUNJI018,2855.655423354891
DRD37_BABATUNJI045,3255.6288587620425
DRD37_BABATUNJI046,3443.7898594711887
DRD37_BABATUNJI049,3236.514682121267
DRD49_BABATUNJI046,8761.880714868212
DRD60_BABATUNJI013,6794.558634793606
DRE01_BABATUNJI010,3142.223501828118
DRE01_BABATUNJI046,9442.998868623079
DRE03_BABATUNJI017,3439.307403795558
DRE03_BABATUNJI018,2438.6504147858836
DRE03_BABATUNJI035,3983.638052192096
DRE03_BABATUNJI045,3650.6262639477022
DRE03_BABATUNJI046,3137.4035505431757
DRE03_BABATUNJI049,3003.1326907590396
DRE12_BABATUNJI027,6833.812239479299
DRE12_BABATUNJI035,4431.960057282166
DRE12_BABATUNJI045,4073.8771552144003
DRE13_BABATUNJI027,6225.608911846574
DRE13_BABATUNJI035,3546.2763235938914
DRE13_BABATUNJI045,3411.588038084998
DRE13_BABATUNJI049,3802.137491893113
DRE15_BABATUNJI017,4447.71442720305
DRE15_BABATUNJI018,3550.9607589639304
DRE15_BABATUNJI019,170.36671840623785
DRE15_BABATUNJI027,6570.16590829968
DRE15_BABATUNJI045,4090.5481890932033
DRE15_BABATUNJI046,3878.9840629935684
DRE25_BABATUNJI017,4335.288470317526
DRE25_BABATUNJI027,6116.949683366464
DRE25_BABATUNJI035,3938.535964589463
DRE27_BABATUNJI035,3947.1975025638635
DRE27_BABATUNJI045,4212.792078523425
DRE48_BABATUNJI013,7045.75941799449
DRE48_BABATUNJI046,7821.7482941356575
DRE60_BABATUNJI013,8515.905407493356
DRF03_BABATUNJI018,2669.749399824084
DRF03_BABATUNJI027,6008.905105727273
DRF03_BABATUNJI035,3876.8093473682825
DRF03_BABATUNJI045,3692.718378014145
DRF03_BABATUNJI046,3400.483748480044
DRF03_BABATUNJI049,3143.150993702295
DRF25_BABATUNJI019,218.37669335584724
DRF25_BABATUNJI027,5727.710619735039
DRF25_BABATUNJI035,2900.676407486699
DRF25_BABATUNJI045,3083.2800051725103
DRF25_BABATUNJI046,3152.299050822797
DRF25_BABATUNJI049,2916.89053675529
DRF36_BABATUNJI010,2488.1461108796266
DRF37_BABATUNJI013,9719.429769905757
DRF37_BABATUNJI018,9181.62359369243
DRF37_BABATUNJI035,10789.50606703446
DRF37_BABATUNJI045,10649.153662456385
DRF49_BABATUNJI035,4261.091146887347
DRF49_BABATUNJI045,4213.295952669291
DRF51_BABATUNJI018,2413.0958961145006
DRF51_BABATUNJI045,3551.9333277433716
DRF51_BABATUNJI046,2945.376115257997
DRF60_BABATUNJI018,8847.785295033822
DRF60_BABATUNJI049,10065.472183108799
DRG01_BABATUNJI019,334.7196758351456
DRG01_BABATUNJI027,5934.667402271877
DRG01_BABATUNJI035,4301.278822518918
DRG01_BABATUNJI046,3643.7590101001983
DRG11_BABATUNJI045,4165.96697668439
DRG15_BABATUNJI017,2947.2284462317857
DRG15_BABATUNJI035,3019.6920347308674
DRG15_BABATUNJI045,3265.054779427633
DRG15_BABATUNJI046,3646.5219877347113
DRG15_BABATUNJI049,3040.4928783993782
DRG25_BABATUNJI013,6807.631266799708
DRG27_BABATUNJI018,2401.808282536222
DRG27_BABATUNJI019,70.65081058452688
DRG27_BABATUNJI045,3074.891125938196
DRG27_BABATUNJI046,3172.948680658828
DRG27_BABATUNJI049,2845.3373912729917
DRG36_BABATUNJI013,7006.60753763245
DRG39_BABATUNJI018,2521.7509297349447
DRG39_BABATUNJI046,3064.9183175801672
DRG39_BABATUNJI049,3037.0639483909495
DRG49_BABATUNJI010,2828.6656268760958
DRG49_BABATUNJI018,8640.538940357368
DRH03_BABATUNJI018,3399.953652960699
DRH03_BABATUNJI019,344.3682377196774
DRH03_BABATUNJI035,4684.781622561266
DRH11_BABATUNJI027,5483.987576595782
DRH11_BABATUNJI045,3150.9429312369557
DRH11_BABATUNJI049,3273.5081312024554
DRH13_BABATUNJI019,631.1395996286683
DRH13_BABATUNJI045,4087.071088745355
DRH15_BABATUNJI018,2657.305709862868
DRH15_BABATUNJI019,70.65081058452688
DRH15_BABATUNJI046,3139.240069357208
DRH23_BABATUNJI017,3655.445777631242
DRH23_BABATUNJI019,142.46361291411995
DRH23_BABATUNJI045,3706.810447385803
DRH23_BABATUNJI049,3511.5673096008004
DRH25_BABATUNJI017,3633.557396129966
DRH25_BABATUNJI027,6492.681734362895
DRH25_BABATUNJI035,3657.136924690977
DRH25_BABATUNJI045,3726.552394073234
DRH36_BABATUNJI017,3945.1976072988573
DRH36_BABATUNJI019,273.10385483476693
DRH36_BABATUNJI035,4097.281943417075
DRH36_BABATUNJI045,4011.931915060851
DRH36_BABATUNJI046,3700.006128859713
DRH39_BABATUNJI017,4260.909872151772
DRH39_BABATUNJI019,175.64146897407863
DRH39_BABATUNJI027,6303.803266999326
DRH39_BABATUNJI046,3315.8650366677502
DRH39_BABATUNJI049,3034.1022522086146
DRH49_BABATUNJI018,3211.0430942450316
DRH49_BABATUNJI019,305.1754595382863
DRH49_BABATUNJI046,3632.945216089428
DRH51_BABATUNJI019,46.18110735456321
DRH51_BABATUNJI027,7454.327450309287
DRH51_BABATUNJI035,3928.4408022353177
DRH51_BABATUNJI049,3477.3616381805573
DRH59_BABATUNJI046,3671.8787873329984
DRH59_BABATUNJI049,3719.2629929878253
DRI01_BABATUNJI013,6710.154905076972
DRI03_BABATUNJI013,6617.009285283394
DRI11_BABATUNJI027,6940.645417465255
DRI11_BABATUNJI035,4868.318696345272
DRI11_BABATUNJI045,4920.135666709186
DRI13_BABATUNJI013,7898.785812552502
DRI13_BABATUNJI018,7685.355351664326
DRI13_BABATUNJI046,8365.267623735599
DRI25_BABATUNJI017,3992.2179626923084
DRI25_BABATUNJI027,5906.619454231234
DRI25_BABATUNJI045,3697.637444036287
DRI25_BABATUNJI046,3544.726339391035
DRI25_BABATUNJI049,3613.4279180591843
DRI37_BABATUNJI017,3337.226942559332
DRI37_BABATUNJI018,2783.4630167165396
DRI37_BABATUNJI027,5400.207564114734
DRI37_BABATUNJI046,3194.4081092595566
DRI37_BABATUNJI049,3161.965913901672
DRI39_BABATUNJI017,3060.757020681691
DRI39_BABATUNJI018,2826.735921477879
DRI39_BABATUNJI027,5851.696849096
DRI39_BABATUNJI035,3302.031747217138
DRI49_BABATUNJI018,3207.6957942881036
DRI49_BABATUNJI035,3923.7848202114346
DRI49_BABATUNJI045,3754.914379334378
DRI49_BABATUNJI046,3530.1396706541436
DRJ11_BABATUNJI010,1968.9680600844395
DRJ11_BABATUNJI013,6863.534485676448
DRJ23_BABATUNJI010,2403.905704566264
DRJ23_BABATUNJI013,6930.744341827988
DRJ24_BABATUNJI010,1501.8321982674024
DRJ24_BABATUNJI013,7139.4516105941275
DRJ25_BABATUNJI017,3555.042151765555
DRJ25_BABATUNJI018,2671.8138685568165
DRJ25_BABATUNJI045,3555.6231650747563
DRJ25_BABATUNJI049,3076.5888148928734
DRJ35_BABATUNJI017,3315.687193985798
DRJ35_BABATUNJI046,3642.4371219784093
DRJ39_BABATUNJI013,8159.933554250414
DRJ39_BABATUNJI018,7930.1211015583895
DRJ39_BABATUNJI046,9024.432428334329
DRJ47_BABATUNJI013,6856.011565010368
DRJ49_BABATUNJI045,4257.487649618659
DRJ51_BABATUNJI013,8217.40598781656
DRJ51_BABATUNJI049,9424.616299707584
DRJ59_BABATUNJI027,7227.998302106465
DRJ59_BABATUNJI045,3962.55965090334
DRJ59_BABATUNJI046,3645.783552170646
DRJ59_BABATUNJI049,3428.5736817526054
DRK01_BABATUNJI017,3417.832404284011
DRK01_BABATUNJI018,3405.4692145398117
